Wholesale price trends

From www.emi.ea.govt.nz provided by the Electricity Authority (New Zealand)
Run at: 20260526204716

Parameters
Date range,01 Jan 2021 - 31 Dec 2025
Region type,New Zealand
Time scale,Day
Show,Simple average

Period start,Period end,Region ID,Region,Price ($/MWh)
30/12/2023,31/12/2023,NZ,New Zealand,108.87
31/12/2023,01/01/2024,NZ,New Zealand,73.82
01/01/2024,02/01/2024,NZ,New Zealand,47.36
02/01/2024,03/01/2024,NZ,New Zealand,106.69
03/01/2024,04/01/2024,NZ,New Zealand,160.77
04/01/2024,05/01/2024,NZ,New Zealand,170.21
05/01/2024,06/01/2024,NZ,New Zealand,187.67
06/01/2024,07/01/2024,NZ,New Zealand,196.15
07/01/2024,08/01/2024,NZ,New Zealand,212.84
08/01/2024,09/01/2024,NZ,New Zealand,210.21
09/01/2024,10/01/2024,NZ,New Zealand,223.23
10/01/2024,11/01/2024,NZ,New Zealand,230.81
11/01/2024,12/01/2024,NZ,New Zealand,226.99
12/01/2024,13/01/2024,NZ,New Zealand,256.81
13/01/2024,14/01/2024,NZ,New Zealand,248.76
14/01/2024,15/01/2024,NZ,New Zealand,230.59
15/01/2024,16/01/2024,NZ,New Zealand,244.94
16/01/2024,17/01/2024,NZ,New Zealand,236.28
17/01/2024,18/01/2024,NZ,New Zealand,336.19
18/01/2024,19/01/2024,NZ,New Zealand,345.65
19/01/2024,20/01/2024,NZ,New Zealand,291.26
20/01/2024,21/01/2024,NZ,New Zealand,243.56
21/01/2024,22/01/2024,NZ,New Zealand,239.18
22/01/2024,23/01/2024,NZ,New Zealand,250.54
23/01/2024,24/01/2024,NZ,New Zealand,137.16
24/01/2024,25/01/2024,NZ,New Zealand,140.60
25/01/2024,26/01/2024,NZ,New Zealand,138.20
26/01/2024,27/01/2024,NZ,New Zealand,149.84
27/01/2024,28/01/2024,NZ,New Zealand,43.74
28/01/2024,29/01/2024,NZ,New Zealand,105.66
29/01/2024,30/01/2024,NZ,New Zealand,30.95
30/01/2024,31/01/2024,NZ,New Zealand,181.70
31/01/2024,01/02/2024,NZ,New Zealand,201.86
01/02/2024,02/02/2024,NZ,New Zealand,155.24
02/02/2024,03/02/2024,NZ,New Zealand,53.49
03/02/2024,04/02/2024,NZ,New Zealand,9.07
04/02/2024,05/02/2024,NZ,New Zealand,7.29
05/02/2024,06/02/2024,NZ,New Zealand,51.75
06/02/2024,07/02/2024,NZ,New Zealand,124.40
07/02/2024,08/02/2024,NZ,New Zealand,191.29
08/02/2024,09/02/2024,NZ,New Zealand,166.47
09/02/2024,10/02/2024,NZ,New Zealand,148.93
10/02/2024,11/02/2024,NZ,New Zealand,115.11
11/02/2024,12/02/2024,NZ,New Zealand,65.72
12/02/2024,13/02/2024,NZ,New Zealand,154.23
13/02/2024,14/02/2024,NZ,New Zealand,167.85
14/02/2024,15/02/2024,NZ,New Zealand,141.51
15/02/2024,16/02/2024,NZ,New Zealand,168.55
16/02/2024,17/02/2024,NZ,New Zealand,219.01
17/02/2024,18/02/2024,NZ,New Zealand,193.20
18/02/2024,19/02/2024,NZ,New Zealand,139.50
19/02/2024,20/02/2024,NZ,New Zealand,138.66
20/02/2024,21/02/2024,NZ,New Zealand,160.02
21/02/2024,22/02/2024,NZ,New Zealand,204.29
22/02/2024,23/02/2024,NZ,New Zealand,321.71
23/02/2024,24/02/2024,NZ,New Zealand,183.53
24/02/2024,25/02/2024,NZ,New Zealand,96.02
25/02/2024,26/02/2024,NZ,New Zealand,152.13
26/02/2024,27/02/2024,NZ,New Zealand,243.90
27/02/2024,28/02/2024,NZ,New Zealand,228.75
28/02/2024,29/02/2024,NZ,New Zealand,211.38
29/02/2024,01/03/2024,NZ,New Zealand,220.74
01/03/2024,02/03/2024,NZ,New Zealand,214.81
02/03/2024,03/03/2024,NZ,New Zealand,179.41
03/03/2024,04/03/2024,NZ,New Zealand,148.44
04/03/2024,05/03/2024,NZ,New Zealand,188.53
05/03/2024,06/03/2024,NZ,New Zealand,121.40
06/03/2024,07/03/2024,NZ,New Zealand,196.26
07/03/2024,08/03/2024,NZ,New Zealand,156.94
08/03/2024,09/03/2024,NZ,New Zealand,183.83
09/03/2024,10/03/2024,NZ,New Zealand,194.43
10/03/2024,11/03/2024,NZ,New Zealand,203.52
11/03/2024,12/03/2024,NZ,New Zealand,182.42
12/03/2024,13/03/2024,NZ,New Zealand,239.32
13/03/2024,14/03/2024,NZ,New Zealand,225.46
14/03/2024,15/03/2024,NZ,New Zealand,223.68
15/03/2024,16/03/2024,NZ,New Zealand,230.09
16/03/2024,17/03/2024,NZ,New Zealand,196.92
17/03/2024,18/03/2024,NZ,New Zealand,178.26
18/03/2024,19/03/2024,NZ,New Zealand,212.49
19/03/2024,20/03/2024,NZ,New Zealand,253.47
20/03/2024,21/03/2024,NZ,New Zealand,267.15
21/03/2024,22/03/2024,NZ,New Zealand,277.22
22/03/2024,23/03/2024,NZ,New Zealand,283.40
23/03/2024,24/03/2024,NZ,New Zealand,282.03
24/03/2024,25/03/2024,NZ,New Zealand,259.40
25/03/2024,26/03/2024,NZ,New Zealand,236.70
26/03/2024,27/03/2024,NZ,New Zealand,253.30
27/03/2024,28/03/2024,NZ,New Zealand,255.99
28/03/2024,29/03/2024,NZ,New Zealand,242.38
29/03/2024,30/03/2024,NZ,New Zealand,248.82
30/03/2024,31/03/2024,NZ,New Zealand,249.88
31/03/2024,01/04/2024,NZ,New Zealand,253.73
01/04/2024,02/04/2024,NZ,New Zealand,255.13
02/04/2024,03/04/2024,NZ,New Zealand,276.93
03/04/2024,04/04/2024,NZ,New Zealand,257.93
04/04/2024,05/04/2024,NZ,New Zealand,276.62
05/04/2024,06/04/2024,NZ,New Zealand,269.49
06/04/2024,07/04/2024,NZ,New Zealand,253.60
07/04/2024,08/04/2024,NZ,New Zealand,256.32
08/04/2024,09/04/2024,NZ,New Zealand,260.80
09/04/2024,10/04/2024,NZ,New Zealand,218.58
10/04/2024,11/04/2024,NZ,New Zealand,225.37
11/04/2024,12/04/2024,NZ,New Zealand,256.82
12/04/2024,13/04/2024,NZ,New Zealand,227.37
13/04/2024,14/04/2024,NZ,New Zealand,178.35
14/04/2024,15/04/2024,NZ,New Zealand,156.34
15/04/2024,16/04/2024,NZ,New Zealand,192.88
16/04/2024,17/04/2024,NZ,New Zealand,168.07
17/04/2024,18/04/2024,NZ,New Zealand,169.28
18/04/2024,19/04/2024,NZ,New Zealand,132.99
19/04/2024,20/04/2024,NZ,New Zealand,204.08
20/04/2024,21/04/2024,NZ,New Zealand,236.67
21/04/2024,22/04/2024,NZ,New Zealand,207.12
22/04/2024,23/04/2024,NZ,New Zealand,223.57
23/04/2024,24/04/2024,NZ,New Zealand,250.60
24/04/2024,25/04/2024,NZ,New Zealand,225.12
25/04/2024,26/04/2024,NZ,New Zealand,200.63
26/04/2024,27/04/2024,NZ,New Zealand,189.39
27/04/2024,28/04/2024,NZ,New Zealand,218.88
28/04/2024,29/04/2024,NZ,New Zealand,239.27
29/04/2024,30/04/2024,NZ,New Zealand,263.88
30/04/2024,01/05/2024,NZ,New Zealand,242.81
01/05/2024,02/05/2024,NZ,New Zealand,230.65
02/05/2024,03/05/2024,NZ,New Zealand,240.24
03/05/2024,04/05/2024,NZ,New Zealand,246.84
04/05/2024,05/05/2024,NZ,New Zealand,233.27
05/05/2024,06/05/2024,NZ,New Zealand,234.35
06/05/2024,07/05/2024,NZ,New Zealand,240.57
07/05/2024,08/05/2024,NZ,New Zealand,256.18
08/05/2024,09/05/2024,NZ,New Zealand,669.54
09/05/2024,10/05/2024,NZ,New Zealand,501.46
10/05/2024,11/05/2024,NZ,New Zealand,363.19
11/05/2024,12/05/2024,NZ,New Zealand,267.61
12/05/2024,13/05/2024,NZ,New Zealand,277.58
13/05/2024,14/05/2024,NZ,New Zealand,317.59
14/05/2024,15/05/2024,NZ,New Zealand,405.11
15/05/2024,16/05/2024,NZ,New Zealand,281.02
16/05/2024,17/05/2024,NZ,New Zealand,269.15
17/05/2024,18/05/2024,NZ,New Zealand,276.95
18/05/2024,19/05/2024,NZ,New Zealand,256.35
19/05/2024,20/05/2024,NZ,New Zealand,280.54
20/05/2024,21/05/2024,NZ,New Zealand,403.29
21/05/2024,22/05/2024,NZ,New Zealand,255.19
22/05/2024,23/05/2024,NZ,New Zealand,243.65
23/05/2024,24/05/2024,NZ,New Zealand,297.14
24/05/2024,25/05/2024,NZ,New Zealand,309.45
25/05/2024,26/05/2024,NZ,New Zealand,274.62
26/05/2024,27/05/2024,NZ,New Zealand,224.61
27/05/2024,28/05/2024,NZ,New Zealand,312.35
28/05/2024,29/05/2024,NZ,New Zealand,321.54
29/05/2024,30/05/2024,NZ,New Zealand,348.36
30/05/2024,31/05/2024,NZ,New Zealand,293.87
31/05/2024,01/06/2024,NZ,New Zealand,235.12
01/06/2024,02/06/2024,NZ,New Zealand,149.82
02/06/2024,03/06/2024,NZ,New Zealand,198.14
03/06/2024,04/06/2024,NZ,New Zealand,201.03
04/06/2024,05/06/2024,NZ,New Zealand,290.95
05/06/2024,06/06/2024,NZ,New Zealand,304.51
06/06/2024,07/06/2024,NZ,New Zealand,291.20
07/06/2024,08/06/2024,NZ,New Zealand,286.86
08/06/2024,09/06/2024,NZ,New Zealand,261.81
09/06/2024,10/06/2024,NZ,New Zealand,273.67
10/06/2024,11/06/2024,NZ,New Zealand,212.55
11/06/2024,12/06/2024,NZ,New Zealand,257.00
12/06/2024,13/06/2024,NZ,New Zealand,305.17
13/06/2024,14/06/2024,NZ,New Zealand,289.72
14/06/2024,15/06/2024,NZ,New Zealand,281.14
15/06/2024,16/06/2024,NZ,New Zealand,229.29
16/06/2024,17/06/2024,NZ,New Zealand,251.74
17/06/2024,18/06/2024,NZ,New Zealand,280.50
18/06/2024,19/06/2024,NZ,New Zealand,239.73
19/06/2024,20/06/2024,NZ,New Zealand,264.00
20/06/2024,21/06/2024,NZ,New Zealand,275.07
21/06/2024,22/06/2024,NZ,New Zealand,283.40
22/06/2024,23/06/2024,NZ,New Zealand,279.54
23/06/2024,24/06/2024,NZ,New Zealand,273.99
24/06/2024,25/06/2024,NZ,New Zealand,299.78
25/06/2024,26/06/2024,NZ,New Zealand,294.69
26/06/2024,27/06/2024,NZ,New Zealand,267.48
27/06/2024,28/06/2024,NZ,New Zealand,283.93
28/06/2024,29/06/2024,NZ,New Zealand,286.63
29/06/2024,30/06/2024,NZ,New Zealand,244.50
30/06/2024,01/07/2024,NZ,New Zealand,255.51
01/07/2024,02/07/2024,NZ,New Zealand,233.13
02/07/2024,03/07/2024,NZ,New Zealand,220.02
03/07/2024,04/07/2024,NZ,New Zealand,293.36
04/07/2024,05/07/2024,NZ,New Zealand,370.72
05/07/2024,06/07/2024,NZ,New Zealand,385.40
06/07/2024,07/07/2024,NZ,New Zealand,339.04
07/07/2024,08/07/2024,NZ,New Zealand,307.65
08/07/2024,09/07/2024,NZ,New Zealand,298.62
09/07/2024,10/07/2024,NZ,New Zealand,327.80
10/07/2024,11/07/2024,NZ,New Zealand,357.36
11/07/2024,12/07/2024,NZ,New Zealand,331.28
12/07/2024,13/07/2024,NZ,New Zealand,350.65
13/07/2024,14/07/2024,NZ,New Zealand,371.37
14/07/2024,15/07/2024,NZ,New Zealand,360.15
15/07/2024,16/07/2024,NZ,New Zealand,367.66
16/07/2024,17/07/2024,NZ,New Zealand,343.55
17/07/2024,18/07/2024,NZ,New Zealand,447.40
18/07/2024,19/07/2024,NZ,New Zealand,354.76
19/07/2024,20/07/2024,NZ,New Zealand,378.98
20/07/2024,21/07/2024,NZ,New Zealand,426.33
21/07/2024,22/07/2024,NZ,New Zealand,360.30
22/07/2024,23/07/2024,NZ,New Zealand,350.92
23/07/2024,24/07/2024,NZ,New Zealand,428.15
24/07/2024,25/07/2024,NZ,New Zealand,425.77
25/07/2024,26/07/2024,NZ,New Zealand,391.58
26/07/2024,27/07/2024,NZ,New Zealand,399.81
27/07/2024,28/07/2024,NZ,New Zealand,357.34
28/07/2024,29/07/2024,NZ,New Zealand,383.56
29/07/2024,30/07/2024,NZ,New Zealand,517.09
30/07/2024,31/07/2024,NZ,New Zealand,519.66
31/07/2024,01/08/2024,NZ,New Zealand,394.50
01/08/2024,02/08/2024,NZ,New Zealand,453.52
02/08/2024,03/08/2024,NZ,New Zealand,642.24
03/08/2024,04/08/2024,NZ,New Zealand,763.08
04/08/2024,05/08/2024,NZ,New Zealand,815.52
05/08/2024,06/08/2024,NZ,New Zealand,823.28
06/08/2024,07/08/2024,NZ,New Zealand,872.48
07/08/2024,08/08/2024,NZ,New Zealand,893.91
08/08/2024,09/08/2024,NZ,New Zealand,834.75
09/08/2024,10/08/2024,NZ,New Zealand,803.81
10/08/2024,11/08/2024,NZ,New Zealand,786.22
11/08/2024,12/08/2024,NZ,New Zealand,609.95
12/08/2024,13/08/2024,NZ,New Zealand,440.17
13/08/2024,14/08/2024,NZ,New Zealand,596.97
14/08/2024,15/08/2024,NZ,New Zealand,544.13
15/08/2024,16/08/2024,NZ,New Zealand,383.52
16/08/2024,17/08/2024,NZ,New Zealand,358.13
17/08/2024,18/08/2024,NZ,New Zealand,462.66
18/08/2024,19/08/2024,NZ,New Zealand,398.83
19/08/2024,20/08/2024,NZ,New Zealand,440.65
20/08/2024,21/08/2024,NZ,New Zealand,464.57
21/08/2024,22/08/2024,NZ,New Zealand,412.52
22/08/2024,23/08/2024,NZ,New Zealand,356.13
23/08/2024,24/08/2024,NZ,New Zealand,273.97
24/08/2024,25/08/2024,NZ,New Zealand,170.14
25/08/2024,26/08/2024,NZ,New Zealand,209.86
26/08/2024,27/08/2024,NZ,New Zealand,294.29
27/08/2024,28/08/2024,NZ,New Zealand,179.12
28/08/2024,29/08/2024,NZ,New Zealand,117.83
29/08/2024,30/08/2024,NZ,New Zealand,96.93
30/08/2024,31/08/2024,NZ,New Zealand,19.84
31/08/2024,01/09/2024,NZ,New Zealand,3.88
01/09/2024,02/09/2024,NZ,New Zealand,1.07
02/09/2024,03/09/2024,NZ,New Zealand,3.20
03/09/2024,04/09/2024,NZ,New Zealand,6.26
04/09/2024,05/09/2024,NZ,New Zealand,49.15
05/09/2024,06/09/2024,NZ,New Zealand,49.64
06/09/2024,07/09/2024,NZ,New Zealand,13.41
07/09/2024,08/09/2024,NZ,New Zealand,7.07
08/09/2024,09/09/2024,NZ,New Zealand,5.07
09/09/2024,10/09/2024,NZ,New Zealand,25.66
10/09/2024,11/09/2024,NZ,New Zealand,45.69
11/09/2024,12/09/2024,NZ,New Zealand,105.81
12/09/2024,13/09/2024,NZ,New Zealand,94.01
13/09/2024,14/09/2024,NZ,New Zealand,124.14
14/09/2024,15/09/2024,NZ,New Zealand,113.39
15/09/2024,16/09/2024,NZ,New Zealand,90.40
16/09/2024,17/09/2024,NZ,New Zealand,147.09
17/09/2024,18/09/2024,NZ,New Zealand,299.91
18/09/2024,19/09/2024,NZ,New Zealand,163.65
19/09/2024,20/09/2024,NZ,New Zealand,99.41
20/09/2024,21/09/2024,NZ,New Zealand,118.19
21/09/2024,22/09/2024,NZ,New Zealand,22.78
22/09/2024,23/09/2024,NZ,New Zealand,16.12
23/09/2024,24/09/2024,NZ,New Zealand,25.11
24/09/2024,25/09/2024,NZ,New Zealand,68.48
25/09/2024,26/09/2024,NZ,New Zealand,94.02
26/09/2024,27/09/2024,NZ,New Zealand,98.19
27/09/2024,28/09/2024,NZ,New Zealand,147.38
28/09/2024,29/09/2024,NZ,New Zealand,67.79
29/09/2024,30/09/2024,NZ,New Zealand,75.78
30/09/2024,01/10/2024,NZ,New Zealand,113.43
01/10/2024,02/10/2024,NZ,New Zealand,67.57
02/10/2024,03/10/2024,NZ,New Zealand,117.11
03/10/2024,04/10/2024,NZ,New Zealand,119.32
04/10/2024,05/10/2024,NZ,New Zealand,74.06
05/10/2024,06/10/2024,NZ,New Zealand,39.27
06/10/2024,07/10/2024,NZ,New Zealand,8.63
07/10/2024,08/10/2024,NZ,New Zealand,21.25
08/10/2024,09/10/2024,NZ,New Zealand,6.80
09/10/2024,10/10/2024,NZ,New Zealand,17.66
10/10/2024,11/10/2024,NZ,New Zealand,39.43
11/10/2024,12/10/2024,NZ,New Zealand,55.42
12/10/2024,13/10/2024,NZ,New Zealand,34.84
13/10/2024,14/10/2024,NZ,New Zealand,83.45
14/10/2024,15/10/2024,NZ,New Zealand,120.31
15/10/2024,16/10/2024,NZ,New Zealand,120.03
16/10/2024,17/10/2024,NZ,New Zealand,123.51
17/10/2024,18/10/2024,NZ,New Zealand,112.29
18/10/2024,19/10/2024,NZ,New Zealand,95.35
19/10/2024,20/10/2024,NZ,New Zealand,95.70
20/10/2024,21/10/2024,NZ,New Zealand,96.01
21/10/2024,22/10/2024,NZ,New Zealand,77.97
22/10/2024,23/10/2024,NZ,New Zealand,89.20
23/10/2024,24/10/2024,NZ,New Zealand,46.33
24/10/2024,25/10/2024,NZ,New Zealand,14.90
25/10/2024,26/10/2024,NZ,New Zealand,5.47
26/10/2024,27/10/2024,NZ,New Zealand,8.50
27/10/2024,28/10/2024,NZ,New Zealand,4.12
28/10/2024,29/10/2024,NZ,New Zealand,1.22
29/10/2024,30/10/2024,NZ,New Zealand,7.50
30/10/2024,31/10/2024,NZ,New Zealand,23.34
31/10/2024,01/11/2024,NZ,New Zealand,10.81
01/11/2024,02/11/2024,NZ,New Zealand,11.93
02/11/2024,03/11/2024,NZ,New Zealand,8.28
03/11/2024,04/11/2024,NZ,New Zealand,29.44
04/11/2024,05/11/2024,NZ,New Zealand,33.13
05/11/2024,06/11/2024,NZ,New Zealand,71.73
06/11/2024,07/11/2024,NZ,New Zealand,96.40
07/11/2024,08/11/2024,NZ,New Zealand,77.43
08/11/2024,09/11/2024,NZ,New Zealand,17.08
09/11/2024,10/11/2024,NZ,New Zealand,2.63
10/11/2024,11/11/2024,NZ,New Zealand,16.12
11/11/2024,12/11/2024,NZ,New Zealand,30.91
12/11/2024,13/11/2024,NZ,New Zealand,50.92
13/11/2024,14/11/2024,NZ,New Zealand,91.44
14/11/2024,15/11/2024,NZ,New Zealand,57.01
15/11/2024,16/11/2024,NZ,New Zealand,53.09
16/11/2024,17/11/2024,NZ,New Zealand,2.87
17/11/2024,18/11/2024,NZ,New Zealand,7.80
18/11/2024,19/11/2024,NZ,New Zealand,11.33
19/11/2024,20/11/2024,NZ,New Zealand,9.89
20/11/2024,21/11/2024,NZ,New Zealand,2.62
21/11/2024,22/11/2024,NZ,New Zealand,8.21
22/11/2024,23/11/2024,NZ,New Zealand,16.37
23/11/2024,24/11/2024,NZ,New Zealand,19.16
24/11/2024,25/11/2024,NZ,New Zealand,5.97
25/11/2024,26/11/2024,NZ,New Zealand,3.52
26/11/2024,27/11/2024,NZ,New Zealand,34.91
27/11/2024,28/11/2024,NZ,New Zealand,56.65
28/11/2024,29/11/2024,NZ,New Zealand,17.52
29/11/2024,30/11/2024,NZ,New Zealand,44.64
30/11/2024,01/12/2024,NZ,New Zealand,27.08
01/12/2024,02/12/2024,NZ,New Zealand,41.93
02/12/2024,03/12/2024,NZ,New Zealand,62.22
03/12/2024,04/12/2024,NZ,New Zealand,54.82
04/12/2024,05/12/2024,NZ,New Zealand,47.29
05/12/2024,06/12/2024,NZ,New Zealand,40.81
06/12/2024,07/12/2024,NZ,New Zealand,67.68
07/12/2024,08/12/2024,NZ,New Zealand,30.10
08/12/2024,09/12/2024,NZ,New Zealand,7.96
09/12/2024,10/12/2024,NZ,New Zealand,35.97
10/12/2024,11/12/2024,NZ,New Zealand,23.46
11/12/2024,12/12/2024,NZ,New Zealand,33.62
12/12/2024,13/12/2024,NZ,New Zealand,199.73
13/12/2024,14/12/2024,NZ,New Zealand,10.50
14/12/2024,15/12/2024,NZ,New Zealand,19.82
15/12/2024,16/12/2024,NZ,New Zealand,32.42
16/12/2024,17/12/2024,NZ,New Zealand,86.48
17/12/2024,18/12/2024,NZ,New Zealand,27.97
18/12/2024,19/12/2024,NZ,New Zealand,20.21
19/12/2024,20/12/2024,NZ,New Zealand,23.73
20/12/2024,21/12/2024,NZ,New Zealand,15.86
21/12/2024,22/12/2024,NZ,New Zealand,4.19
22/12/2024,23/12/2024,NZ,New Zealand,2.67
23/12/2024,24/12/2024,NZ,New Zealand,8.97
24/12/2024,25/12/2024,NZ,New Zealand,12.39
25/12/2024,26/12/2024,NZ,New Zealand,7.16
26/12/2024,27/12/2024,NZ,New Zealand,3.69
27/12/2024,28/12/2024,NZ,New Zealand,2.77
28/12/2024,29/12/2024,NZ,New Zealand,4.65
29/12/2024,30/12/2024,NZ,New Zealand,4.00
30/12/2024,31/12/2024,NZ,New Zealand,4.04
31/12/2024,01/01/2025,NZ,New Zealand,3.90
01/01/2025,02/01/2025,NZ,New Zealand,0.76
02/01/2025,03/01/2025,NZ,New Zealand,0.59
03/01/2025,04/01/2025,NZ,New Zealand,0.37
04/01/2025,05/01/2025,NZ,New Zealand,0.17
05/01/2025,06/01/2025,NZ,New Zealand,0.35
06/01/2025,07/01/2025,NZ,New Zealand,5.75
07/01/2025,08/01/2025,NZ,New Zealand,15.66
08/01/2025,09/01/2025,NZ,New Zealand,62.79
09/01/2025,10/01/2025,NZ,New Zealand,90.61
10/01/2025,11/01/2025,NZ,New Zealand,94.01
11/01/2025,12/01/2025,NZ,New Zealand,76.33
12/01/2025,13/01/2025,NZ,New Zealand,59.80
13/01/2025,14/01/2025,NZ,New Zealand,144.64
14/01/2025,15/01/2025,NZ,New Zealand,155.32
15/01/2025,16/01/2025,NZ,New Zealand,149.24
16/01/2025,17/01/2025,NZ,New Zealand,137.99
17/01/2025,18/01/2025,NZ,New Zealand,161.15
18/01/2025,19/01/2025,NZ,New Zealand,165.07
19/01/2025,20/01/2025,NZ,New Zealand,149.10
20/01/2025,21/01/2025,NZ,New Zealand,161.78
21/01/2025,22/01/2025,NZ,New Zealand,161.19
22/01/2025,23/01/2025,NZ,New Zealand,175.75
23/01/2025,24/01/2025,NZ,New Zealand,200.74
24/01/2025,25/01/2025,NZ,New Zealand,224.67
25/01/2025,26/01/2025,NZ,New Zealand,215.99
26/01/2025,27/01/2025,NZ,New Zealand,159.37
27/01/2025,28/01/2025,NZ,New Zealand,126.11
28/01/2025,29/01/2025,NZ,New Zealand,149.76
29/01/2025,30/01/2025,NZ,New Zealand,145.81
30/01/2025,31/01/2025,NZ,New Zealand,231.97
31/01/2025,01/02/2025,NZ,New Zealand,204.73
01/02/2025,02/02/2025,NZ,New Zealand,206.94
02/02/2025,03/02/2025,NZ,New Zealand,197.02
03/02/2025,04/02/2025,NZ,New Zealand,228.38
04/02/2025,05/02/2025,NZ,New Zealand,236.39
05/02/2025,06/02/2025,NZ,New Zealand,240.42
06/02/2025,07/02/2025,NZ,New Zealand,247.71
07/02/2025,08/02/2025,NZ,New Zealand,219.82
08/02/2025,09/02/2025,NZ,New Zealand,231.43
09/02/2025,10/02/2025,NZ,New Zealand,230.62
10/02/2025,11/02/2025,NZ,New Zealand,320.89
11/02/2025,12/02/2025,NZ,New Zealand,253.33
12/02/2025,13/02/2025,NZ,New Zealand,280.08
13/02/2025,14/02/2025,NZ,New Zealand,292.86
14/02/2025,15/02/2025,NZ,New Zealand,303.37
15/02/2025,16/02/2025,NZ,New Zealand,276.34
16/02/2025,17/02/2025,NZ,New Zealand,268.27
17/02/2025,18/02/2025,NZ,New Zealand,268.30
18/02/2025,19/02/2025,NZ,New Zealand,266.73
19/02/2025,20/02/2025,NZ,New Zealand,222.63
20/02/2025,21/02/2025,NZ,New Zealand,241.15
21/02/2025,22/02/2025,NZ,New Zealand,218.79
22/02/2025,23/02/2025,NZ,New Zealand,201.50
23/02/2025,24/02/2025,NZ,New Zealand,193.22
24/02/2025,25/02/2025,NZ,New Zealand,435.00
25/02/2025,26/02/2025,NZ,New Zealand,280.90
26/02/2025,27/02/2025,NZ,New Zealand,340.75
27/02/2025,28/02/2025,NZ,New Zealand,373.45
28/02/2025,01/03/2025,NZ,New Zealand,366.97
01/03/2025,02/03/2025,NZ,New Zealand,272.07
02/03/2025,03/03/2025,NZ,New Zealand,239.51
03/03/2025,04/03/2025,NZ,New Zealand,244.16
04/03/2025,05/03/2025,NZ,New Zealand,271.85
05/03/2025,06/03/2025,NZ,New Zealand,302.42
06/03/2025,07/03/2025,NZ,New Zealand,285.78
07/03/2025,08/03/2025,NZ,New Zealand,278.03
08/03/2025,09/03/2025,NZ,New Zealand,264.76
09/03/2025,10/03/2025,NZ,New Zealand,276.55
10/03/2025,11/03/2025,NZ,New Zealand,307.06
11/03/2025,12/03/2025,NZ,New Zealand,295.29
12/03/2025,13/03/2025,NZ,New Zealand,352.02
13/03/2025,14/03/2025,NZ,New Zealand,324.96
14/03/2025,15/03/2025,NZ,New Zealand,296.13
15/03/2025,16/03/2025,NZ,New Zealand,234.01
16/03/2025,17/03/2025,NZ,New Zealand,247.92
17/03/2025,18/03/2025,NZ,New Zealand,312.05
18/03/2025,19/03/2025,NZ,New Zealand,294.97
19/03/2025,20/03/2025,NZ,New Zealand,286.92
20/03/2025,21/03/2025,NZ,New Zealand,271.73
21/03/2025,22/03/2025,NZ,New Zealand,274.69
22/03/2025,23/03/2025,NZ,New Zealand,234.17
23/03/2025,24/03/2025,NZ,New Zealand,174.53
24/03/2025,25/03/2025,NZ,New Zealand,299.48
25/03/2025,26/03/2025,NZ,New Zealand,355.72
26/03/2025,27/03/2025,NZ,New Zealand,381.36
27/03/2025,28/03/2025,NZ,New Zealand,327.20
28/03/2025,29/03/2025,NZ,New Zealand,330.22
29/03/2025,30/03/2025,NZ,New Zealand,301.28
30/03/2025,31/03/2025,NZ,New Zealand,296.79
31/03/2025,01/04/2025,NZ,New Zealand,373.37
01/04/2025,02/04/2025,NZ,New Zealand,413.57
02/04/2025,03/04/2025,NZ,New Zealand,416.52
03/04/2025,04/04/2025,NZ,New Zealand,403.99
04/04/2025,05/04/2025,NZ,New Zealand,401.28
05/04/2025,06/04/2025,NZ,New Zealand,271.88
06/04/2025,07/04/2025,NZ,New Zealand,319.67
07/04/2025,08/04/2025,NZ,New Zealand,299.29
08/04/2025,09/04/2025,NZ,New Zealand,330.76
09/04/2025,10/04/2025,NZ,New Zealand,378.96
10/04/2025,11/04/2025,NZ,New Zealand,377.03
11/04/2025,12/04/2025,NZ,New Zealand,323.79
12/04/2025,13/04/2025,NZ,New Zealand,288.46
13/04/2025,14/04/2025,NZ,New Zealand,321.68
14/04/2025,15/04/2025,NZ,New Zealand,319.31
15/04/2025,16/04/2025,NZ,New Zealand,326.51
16/04/2025,17/04/2025,NZ,New Zealand,264.76
17/04/2025,18/04/2025,NZ,New Zealand,270.98
18/04/2025,19/04/2025,NZ,New Zealand,291.06
19/04/2025,20/04/2025,NZ,New Zealand,296.87
20/04/2025,21/04/2025,NZ,New Zealand,300.01
21/04/2025,22/04/2025,NZ,New Zealand,342.28
22/04/2025,23/04/2025,NZ,New Zealand,325.45
23/04/2025,24/04/2025,NZ,New Zealand,295.45
24/04/2025,25/04/2025,NZ,New Zealand,305.25
25/04/2025,26/04/2025,NZ,New Zealand,309.88
26/04/2025,27/04/2025,NZ,New Zealand,285.59
27/04/2025,28/04/2025,NZ,New Zealand,297.67
28/04/2025,29/04/2025,NZ,New Zealand,325.75
29/04/2025,30/04/2025,NZ,New Zealand,318.92
30/04/2025,01/05/2025,NZ,New Zealand,360.10
01/05/2025,02/05/2025,NZ,New Zealand,397.25
02/05/2025,03/05/2025,NZ,New Zealand,371.24
03/05/2025,04/05/2025,NZ,New Zealand,361.47
04/05/2025,05/05/2025,NZ,New Zealand,376.38
05/05/2025,06/05/2025,NZ,New Zealand,374.82
06/05/2025,07/05/2025,NZ,New Zealand,351.65
07/05/2025,08/05/2025,NZ,New Zealand,251.81
