Wholesale price trends

From www.emi.ea.govt.nz provided by the Electricity Authority (New Zealand)
Run at: 20260526204716

Parameters
Date range,01 Jan 2021 - 31 Dec 2025
Region type,New Zealand
Time scale,Day
Show,Simple average

Period start,Period end,Region ID,Region,Price ($/MWh)
01/01/2021,02/01/2021,NZ,New Zealand,107.11
02/01/2021,03/01/2021,NZ,New Zealand,77.81
03/01/2021,04/01/2021,NZ,New Zealand,48.84
04/01/2021,05/01/2021,NZ,New Zealand,65.15
05/01/2021,06/01/2021,NZ,New Zealand,112.96
06/01/2021,07/01/2021,NZ,New Zealand,104.08
07/01/2021,08/01/2021,NZ,New Zealand,102.49
08/01/2021,09/01/2021,NZ,New Zealand,115.00
09/01/2021,10/01/2021,NZ,New Zealand,134.99
10/01/2021,11/01/2021,NZ,New Zealand,105.91
11/01/2021,12/01/2021,NZ,New Zealand,141.81
12/01/2021,13/01/2021,NZ,New Zealand,160.86
13/01/2021,14/01/2021,NZ,New Zealand,202.23
14/01/2021,15/01/2021,NZ,New Zealand,217.97
15/01/2021,16/01/2021,NZ,New Zealand,276.30
16/01/2021,17/01/2021,NZ,New Zealand,170.61
17/01/2021,18/01/2021,NZ,New Zealand,124.44
18/01/2021,19/01/2021,NZ,New Zealand,99.09
19/01/2021,20/01/2021,NZ,New Zealand,100.09
20/01/2021,21/01/2021,NZ,New Zealand,92.13
21/01/2021,22/01/2021,NZ,New Zealand,114.91
22/01/2021,23/01/2021,NZ,New Zealand,107.17
23/01/2021,24/01/2021,NZ,New Zealand,99.19
24/01/2021,25/01/2021,NZ,New Zealand,100.18
25/01/2021,26/01/2021,NZ,New Zealand,121.91
26/01/2021,27/01/2021,NZ,New Zealand,194.26
27/01/2021,28/01/2021,NZ,New Zealand,233.96
28/01/2021,29/01/2021,NZ,New Zealand,170.46
29/01/2021,30/01/2021,NZ,New Zealand,155.21
30/01/2021,31/01/2021,NZ,New Zealand,198.87
31/01/2021,01/02/2021,NZ,New Zealand,162.21
01/02/2021,02/02/2021,NZ,New Zealand,144.97
02/02/2021,03/02/2021,NZ,New Zealand,165.61
03/02/2021,04/02/2021,NZ,New Zealand,267.73
04/02/2021,05/02/2021,NZ,New Zealand,311.23
05/02/2021,06/02/2021,NZ,New Zealand,296.72
06/02/2021,07/02/2021,NZ,New Zealand,173.76
07/02/2021,08/02/2021,NZ,New Zealand,211.11
08/02/2021,09/02/2021,NZ,New Zealand,251.60
09/02/2021,10/02/2021,NZ,New Zealand,181.12
10/02/2021,11/02/2021,NZ,New Zealand,152.90
11/02/2021,12/02/2021,NZ,New Zealand,150.04
12/02/2021,13/02/2021,NZ,New Zealand,175.90
13/02/2021,14/02/2021,NZ,New Zealand,231.48
14/02/2021,15/02/2021,NZ,New Zealand,252.61
15/02/2021,16/02/2021,NZ,New Zealand,233.23
16/02/2021,17/02/2021,NZ,New Zealand,166.83
17/02/2021,18/02/2021,NZ,New Zealand,193.46
18/02/2021,19/02/2021,NZ,New Zealand,243.99
19/02/2021,20/02/2021,NZ,New Zealand,212.49
20/02/2021,21/02/2021,NZ,New Zealand,175.66
21/02/2021,22/02/2021,NZ,New Zealand,196.22
22/02/2021,23/02/2021,NZ,New Zealand,329.18
23/02/2021,24/02/2021,NZ,New Zealand,369.49
24/02/2021,25/02/2021,NZ,New Zealand,379.27
25/02/2021,26/02/2021,NZ,New Zealand,364.89
26/02/2021,27/02/2021,NZ,New Zealand,340.66
27/02/2021,28/02/2021,NZ,New Zealand,349.36
28/02/2021,01/03/2021,NZ,New Zealand,293.20
01/03/2021,02/03/2021,NZ,New Zealand,322.21
02/03/2021,03/03/2021,NZ,New Zealand,337.14
03/03/2021,04/03/2021,NZ,New Zealand,237.48
04/03/2021,05/03/2021,NZ,New Zealand,220.50
05/03/2021,06/03/2021,NZ,New Zealand,160.33
06/03/2021,07/03/2021,NZ,New Zealand,200.95
07/03/2021,08/03/2021,NZ,New Zealand,130.80
08/03/2021,09/03/2021,NZ,New Zealand,172.38
09/03/2021,10/03/2021,NZ,New Zealand,177.58
10/03/2021,11/03/2021,NZ,New Zealand,178.86
11/03/2021,12/03/2021,NZ,New Zealand,149.67
12/03/2021,13/03/2021,NZ,New Zealand,144.49
13/03/2021,14/03/2021,NZ,New Zealand,165.54
14/03/2021,15/03/2021,NZ,New Zealand,180.71
15/03/2021,16/03/2021,NZ,New Zealand,231.87
16/03/2021,17/03/2021,NZ,New Zealand,156.05
17/03/2021,18/03/2021,NZ,New Zealand,204.03
18/03/2021,19/03/2021,NZ,New Zealand,206.57
19/03/2021,20/03/2021,NZ,New Zealand,248.11
20/03/2021,21/03/2021,NZ,New Zealand,289.01
21/03/2021,22/03/2021,NZ,New Zealand,297.96
22/03/2021,23/03/2021,NZ,New Zealand,280.06
23/03/2021,24/03/2021,NZ,New Zealand,440.06
24/03/2021,25/03/2021,NZ,New Zealand,512.76
25/03/2021,26/03/2021,NZ,New Zealand,473.13
26/03/2021,27/03/2021,NZ,New Zealand,285.31
27/03/2021,28/03/2021,NZ,New Zealand,291.39
28/03/2021,29/03/2021,NZ,New Zealand,235.96
29/03/2021,30/03/2021,NZ,New Zealand,276.82
30/03/2021,31/03/2021,NZ,New Zealand,323.00
31/03/2021,01/04/2021,NZ,New Zealand,281.79
01/04/2021,02/04/2021,NZ,New Zealand,234.26
02/04/2021,03/04/2021,NZ,New Zealand,228.89
03/04/2021,04/04/2021,NZ,New Zealand,243.70
04/04/2021,05/04/2021,NZ,New Zealand,136.82
05/04/2021,06/04/2021,NZ,New Zealand,206.26
06/04/2021,07/04/2021,NZ,New Zealand,237.36
07/04/2021,08/04/2021,NZ,New Zealand,321.82
08/04/2021,09/04/2021,NZ,New Zealand,360.65
09/04/2021,10/04/2021,NZ,New Zealand,364.54
10/04/2021,11/04/2021,NZ,New Zealand,334.99
11/04/2021,12/04/2021,NZ,New Zealand,293.46
12/04/2021,13/04/2021,NZ,New Zealand,327.71
13/04/2021,14/04/2021,NZ,New Zealand,320.42
14/04/2021,15/04/2021,NZ,New Zealand,343.58
15/04/2021,16/04/2021,NZ,New Zealand,265.81
16/04/2021,17/04/2021,NZ,New Zealand,216.17
17/04/2021,18/04/2021,NZ,New Zealand,253.60
18/04/2021,19/04/2021,NZ,New Zealand,209.75
19/04/2021,20/04/2021,NZ,New Zealand,219.45
20/04/2021,21/04/2021,NZ,New Zealand,306.61
21/04/2021,22/04/2021,NZ,New Zealand,258.30
22/04/2021,23/04/2021,NZ,New Zealand,276.42
23/04/2021,24/04/2021,NZ,New Zealand,273.59
24/04/2021,25/04/2021,NZ,New Zealand,232.53
25/04/2021,26/04/2021,NZ,New Zealand,203.83
26/04/2021,27/04/2021,NZ,New Zealand,240.50
27/04/2021,28/04/2021,NZ,New Zealand,299.77
28/04/2021,29/04/2021,NZ,New Zealand,312.71
29/04/2021,30/04/2021,NZ,New Zealand,269.22
30/04/2021,01/05/2021,NZ,New Zealand,317.95
01/05/2021,02/05/2021,NZ,New Zealand,256.37
02/05/2021,03/05/2021,NZ,New Zealand,287.74
03/05/2021,04/05/2021,NZ,New Zealand,344.93
04/05/2021,05/05/2021,NZ,New Zealand,283.55
05/05/2021,06/05/2021,NZ,New Zealand,240.26
06/05/2021,07/05/2021,NZ,New Zealand,265.80
07/05/2021,08/05/2021,NZ,New Zealand,297.90
08/05/2021,09/05/2021,NZ,New Zealand,271.54
09/05/2021,10/05/2021,NZ,New Zealand,209.66
10/05/2021,11/05/2021,NZ,New Zealand,179.56
11/05/2021,12/05/2021,NZ,New Zealand,183.31
12/05/2021,13/05/2021,NZ,New Zealand,241.91
13/05/2021,14/05/2021,NZ,New Zealand,326.83
14/05/2021,15/05/2021,NZ,New Zealand,364.19
15/05/2021,16/05/2021,NZ,New Zealand,223.71
16/05/2021,17/05/2021,NZ,New Zealand,228.15
17/05/2021,18/05/2021,NZ,New Zealand,277.65
18/05/2021,19/05/2021,NZ,New Zealand,257.56
19/05/2021,20/05/2021,NZ,New Zealand,247.03
20/05/2021,21/05/2021,NZ,New Zealand,235.91
21/05/2021,22/05/2021,NZ,New Zealand,212.08
22/05/2021,23/05/2021,NZ,New Zealand,271.53
23/05/2021,24/05/2021,NZ,New Zealand,281.14
24/05/2021,25/05/2021,NZ,New Zealand,307.03
25/05/2021,26/05/2021,NZ,New Zealand,348.22
26/05/2021,27/05/2021,NZ,New Zealand,399.79
27/05/2021,28/05/2021,NZ,New Zealand,397.73
28/05/2021,29/05/2021,NZ,New Zealand,421.15
29/05/2021,30/05/2021,NZ,New Zealand,424.86
30/05/2021,31/05/2021,NZ,New Zealand,364.15
31/05/2021,01/06/2021,NZ,New Zealand,406.87
01/06/2021,02/06/2021,NZ,New Zealand,354.64
02/06/2021,03/06/2021,NZ,New Zealand,368.31
03/06/2021,04/06/2021,NZ,New Zealand,314.66
04/06/2021,05/06/2021,NZ,New Zealand,314.73
05/06/2021,06/06/2021,NZ,New Zealand,296.06
06/06/2021,07/06/2021,NZ,New Zealand,260.66
07/06/2021,08/06/2021,NZ,New Zealand,255.37
08/06/2021,09/06/2021,NZ,New Zealand,284.74
09/06/2021,10/06/2021,NZ,New Zealand,273.87
10/06/2021,11/06/2021,NZ,New Zealand,257.35
11/06/2021,12/06/2021,NZ,New Zealand,263.50
12/06/2021,13/06/2021,NZ,New Zealand,265.53
13/06/2021,14/06/2021,NZ,New Zealand,233.25
14/06/2021,15/06/2021,NZ,New Zealand,233.48
15/06/2021,16/06/2021,NZ,New Zealand,228.91
16/06/2021,17/06/2021,NZ,New Zealand,195.13
17/06/2021,18/06/2021,NZ,New Zealand,223.19
18/06/2021,19/06/2021,NZ,New Zealand,280.39
19/06/2021,20/06/2021,NZ,New Zealand,257.67
20/06/2021,21/06/2021,NZ,New Zealand,231.36
21/06/2021,22/06/2021,NZ,New Zealand,219.93
22/06/2021,23/06/2021,NZ,New Zealand,251.21
23/06/2021,24/06/2021,NZ,New Zealand,334.88
24/06/2021,25/06/2021,NZ,New Zealand,300.11
25/06/2021,26/06/2021,NZ,New Zealand,232.67
26/06/2021,27/06/2021,NZ,New Zealand,138.39
27/06/2021,28/06/2021,NZ,New Zealand,115.72
28/06/2021,29/06/2021,NZ,New Zealand,163.41
29/06/2021,30/06/2021,NZ,New Zealand,333.48
30/06/2021,01/07/2021,NZ,New Zealand,312.35
01/07/2021,02/07/2021,NZ,New Zealand,273.32
02/07/2021,03/07/2021,NZ,New Zealand,305.22
03/07/2021,04/07/2021,NZ,New Zealand,291.57
04/07/2021,05/07/2021,NZ,New Zealand,316.08
05/07/2021,06/07/2021,NZ,New Zealand,229.42
06/07/2021,07/07/2021,NZ,New Zealand,180.94
07/07/2021,08/07/2021,NZ,New Zealand,140.88
08/07/2021,09/07/2021,NZ,New Zealand,190.05
09/07/2021,10/07/2021,NZ,New Zealand,181.94
10/07/2021,11/07/2021,NZ,New Zealand,198.43
11/07/2021,12/07/2021,NZ,New Zealand,235.73
12/07/2021,13/07/2021,NZ,New Zealand,298.33
13/07/2021,14/07/2021,NZ,New Zealand,280.61
14/07/2021,15/07/2021,NZ,New Zealand,264.92
15/07/2021,16/07/2021,NZ,New Zealand,174.45
16/07/2021,17/07/2021,NZ,New Zealand,149.54
17/07/2021,18/07/2021,NZ,New Zealand,133.19
18/07/2021,19/07/2021,NZ,New Zealand,87.39
19/07/2021,20/07/2021,NZ,New Zealand,123.50
20/07/2021,21/07/2021,NZ,New Zealand,146.98
21/07/2021,22/07/2021,NZ,New Zealand,152.56
22/07/2021,23/07/2021,NZ,New Zealand,96.41
23/07/2021,24/07/2021,NZ,New Zealand,133.51
24/07/2021,25/07/2021,NZ,New Zealand,141.08
25/07/2021,26/07/2021,NZ,New Zealand,128.50
26/07/2021,27/07/2021,NZ,New Zealand,116.29
27/07/2021,28/07/2021,NZ,New Zealand,120.04
28/07/2021,29/07/2021,NZ,New Zealand,121.91
29/07/2021,30/07/2021,NZ,New Zealand,144.76
30/07/2021,31/07/2021,NZ,New Zealand,139.74
31/07/2021,01/08/2021,NZ,New Zealand,149.96
01/08/2021,02/08/2021,NZ,New Zealand,149.35
02/08/2021,03/08/2021,NZ,New Zealand,164.37
03/08/2021,04/08/2021,NZ,New Zealand,163.14
04/08/2021,05/08/2021,NZ,New Zealand,157.00
05/08/2021,06/08/2021,NZ,New Zealand,186.73
06/08/2021,07/08/2021,NZ,New Zealand,161.54
07/08/2021,08/08/2021,NZ,New Zealand,129.40
08/08/2021,09/08/2021,NZ,New Zealand,154.07
09/08/2021,10/08/2021,NZ,New Zealand,375.68
10/08/2021,11/08/2021,NZ,New Zealand,181.74
11/08/2021,12/08/2021,NZ,New Zealand,152.03
12/08/2021,13/08/2021,NZ,New Zealand,138.24
13/08/2021,14/08/2021,NZ,New Zealand,127.98
14/08/2021,15/08/2021,NZ,New Zealand,127.02
15/08/2021,16/08/2021,NZ,New Zealand,120.15
16/08/2021,17/08/2021,NZ,New Zealand,109.18
17/08/2021,18/08/2021,NZ,New Zealand,132.64
18/08/2021,19/08/2021,NZ,New Zealand,64.64
19/08/2021,20/08/2021,NZ,New Zealand,55.58
20/08/2021,21/08/2021,NZ,New Zealand,53.84
21/08/2021,22/08/2021,NZ,New Zealand,113.94
22/08/2021,23/08/2021,NZ,New Zealand,93.02
23/08/2021,24/08/2021,NZ,New Zealand,64.73
24/08/2021,25/08/2021,NZ,New Zealand,40.16
25/08/2021,26/08/2021,NZ,New Zealand,35.38
26/08/2021,27/08/2021,NZ,New Zealand,49.29
27/08/2021,28/08/2021,NZ,New Zealand,73.40
28/08/2021,29/08/2021,NZ,New Zealand,54.05
29/08/2021,30/08/2021,NZ,New Zealand,52.59
30/08/2021,31/08/2021,NZ,New Zealand,31.87
31/08/2021,01/09/2021,NZ,New Zealand,82.54
01/09/2021,02/09/2021,NZ,New Zealand,125.47
02/09/2021,03/09/2021,NZ,New Zealand,119.38
03/09/2021,04/09/2021,NZ,New Zealand,108.46
04/09/2021,05/09/2021,NZ,New Zealand,99.68
05/09/2021,06/09/2021,NZ,New Zealand,78.57
06/09/2021,07/09/2021,NZ,New Zealand,102.69
07/09/2021,08/09/2021,NZ,New Zealand,86.78
08/09/2021,09/09/2021,NZ,New Zealand,141.31
09/09/2021,10/09/2021,NZ,New Zealand,94.61
10/09/2021,11/09/2021,NZ,New Zealand,96.37
11/09/2021,12/09/2021,NZ,New Zealand,82.18
12/09/2021,13/09/2021,NZ,New Zealand,76.06
13/09/2021,14/09/2021,NZ,New Zealand,79.18
14/09/2021,15/09/2021,NZ,New Zealand,110.16
15/09/2021,16/09/2021,NZ,New Zealand,163.11
16/09/2021,17/09/2021,NZ,New Zealand,97.70
17/09/2021,18/09/2021,NZ,New Zealand,99.73
18/09/2021,19/09/2021,NZ,New Zealand,89.94
19/09/2021,20/09/2021,NZ,New Zealand,87.61
20/09/2021,21/09/2021,NZ,New Zealand,47.16
21/09/2021,22/09/2021,NZ,New Zealand,47.02
22/09/2021,23/09/2021,NZ,New Zealand,92.60
23/09/2021,24/09/2021,NZ,New Zealand,70.15
24/09/2021,25/09/2021,NZ,New Zealand,13.90
25/09/2021,26/09/2021,NZ,New Zealand,24.89
26/09/2021,27/09/2021,NZ,New Zealand,45.48
27/09/2021,28/09/2021,NZ,New Zealand,70.08
28/09/2021,29/09/2021,NZ,New Zealand,114.96
29/09/2021,30/09/2021,NZ,New Zealand,83.39
30/09/2021,01/10/2021,NZ,New Zealand,100.51
01/10/2021,02/10/2021,NZ,New Zealand,96.59
02/10/2021,03/10/2021,NZ,New Zealand,47.64
03/10/2021,04/10/2021,NZ,New Zealand,59.58
04/10/2021,05/10/2021,NZ,New Zealand,102.37
05/10/2021,06/10/2021,NZ,New Zealand,80.02
06/10/2021,07/10/2021,NZ,New Zealand,84.90
07/10/2021,08/10/2021,NZ,New Zealand,79.89
08/10/2021,09/10/2021,NZ,New Zealand,37.51
09/10/2021,10/10/2021,NZ,New Zealand,37.53
10/10/2021,11/10/2021,NZ,New Zealand,44.68
11/10/2021,12/10/2021,NZ,New Zealand,37.37
12/10/2021,13/10/2021,NZ,New Zealand,58.71
13/10/2021,14/10/2021,NZ,New Zealand,138.79
14/10/2021,15/10/2021,NZ,New Zealand,101.55
15/10/2021,16/10/2021,NZ,New Zealand,73.10
16/10/2021,17/10/2021,NZ,New Zealand,38.89
17/10/2021,18/10/2021,NZ,New Zealand,40.36
18/10/2021,19/10/2021,NZ,New Zealand,22.83
19/10/2021,20/10/2021,NZ,New Zealand,36.72
20/10/2021,21/10/2021,NZ,New Zealand,69.09
21/10/2021,22/10/2021,NZ,New Zealand,85.51
22/10/2021,23/10/2021,NZ,New Zealand,67.83
23/10/2021,24/10/2021,NZ,New Zealand,58.12
24/10/2021,25/10/2021,NZ,New Zealand,75.02
25/10/2021,26/10/2021,NZ,New Zealand,61.54
26/10/2021,27/10/2021,NZ,New Zealand,76.37
27/10/2021,28/10/2021,NZ,New Zealand,78.13
28/10/2021,29/10/2021,NZ,New Zealand,105.43
29/10/2021,30/10/2021,NZ,New Zealand,94.36
30/10/2021,31/10/2021,NZ,New Zealand,52.10
31/10/2021,01/11/2021,NZ,New Zealand,22.60
01/11/2021,02/11/2021,NZ,New Zealand,72.67
02/11/2021,03/11/2021,NZ,New Zealand,56.44
03/11/2021,04/11/2021,NZ,New Zealand,88.20
04/11/2021,05/11/2021,NZ,New Zealand,90.00
05/11/2021,06/11/2021,NZ,New Zealand,83.79
06/11/2021,07/11/2021,NZ,New Zealand,87.19
07/11/2021,08/11/2021,NZ,New Zealand,91.00
08/11/2021,09/11/2021,NZ,New Zealand,102.72
09/11/2021,10/11/2021,NZ,New Zealand,110.62
10/11/2021,11/11/2021,NZ,New Zealand,125.91
11/11/2021,12/11/2021,NZ,New Zealand,147.62
12/11/2021,13/11/2021,NZ,New Zealand,95.74
13/11/2021,14/11/2021,NZ,New Zealand,93.41
14/11/2021,15/11/2021,NZ,New Zealand,76.63
15/11/2021,16/11/2021,NZ,New Zealand,33.75
16/11/2021,17/11/2021,NZ,New Zealand,40.53
17/11/2021,18/11/2021,NZ,New Zealand,68.21
18/11/2021,19/11/2021,NZ,New Zealand,84.10
19/11/2021,20/11/2021,NZ,New Zealand,89.37
20/11/2021,21/11/2021,NZ,New Zealand,62.25
21/11/2021,22/11/2021,NZ,New Zealand,69.64
22/11/2021,23/11/2021,NZ,New Zealand,111.78
23/11/2021,24/11/2021,NZ,New Zealand,91.33
24/11/2021,25/11/2021,NZ,New Zealand,87.20
25/11/2021,26/11/2021,NZ,New Zealand,88.60
26/11/2021,27/11/2021,NZ,New Zealand,75.71
27/11/2021,28/11/2021,NZ,New Zealand,84.78
28/11/2021,29/11/2021,NZ,New Zealand,80.28
29/11/2021,30/11/2021,NZ,New Zealand,85.06
30/11/2021,01/12/2021,NZ,New Zealand,81.26
01/12/2021,02/12/2021,NZ,New Zealand,83.52
02/12/2021,03/12/2021,NZ,New Zealand,114.59
03/12/2021,04/12/2021,NZ,New Zealand,103.00
04/12/2021,05/12/2021,NZ,New Zealand,87.48
05/12/2021,06/12/2021,NZ,New Zealand,85.01
06/12/2021,07/12/2021,NZ,New Zealand,85.03
07/12/2021,08/12/2021,NZ,New Zealand,113.93
08/12/2021,09/12/2021,NZ,New Zealand,96.74
09/12/2021,10/12/2021,NZ,New Zealand,90.96
10/12/2021,11/12/2021,NZ,New Zealand,107.82
11/12/2021,12/12/2021,NZ,New Zealand,74.51
12/12/2021,13/12/2021,NZ,New Zealand,42.67
13/12/2021,14/12/2021,NZ,New Zealand,73.16
14/12/2021,15/12/2021,NZ,New Zealand,90.20
15/12/2021,16/12/2021,NZ,New Zealand,65.78
16/12/2021,17/12/2021,NZ,New Zealand,91.08
17/12/2021,18/12/2021,NZ,New Zealand,21.98
18/12/2021,19/12/2021,NZ,New Zealand,1.67
19/12/2021,20/12/2021,NZ,New Zealand,2.99
20/12/2021,21/12/2021,NZ,New Zealand,13.04
21/12/2021,22/12/2021,NZ,New Zealand,23.57
22/12/2021,23/12/2021,NZ,New Zealand,43.68
23/12/2021,24/12/2021,NZ,New Zealand,34.51
24/12/2021,25/12/2021,NZ,New Zealand,31.22
25/12/2021,26/12/2021,NZ,New Zealand,13.52
26/12/2021,27/12/2021,NZ,New Zealand,40.33
27/12/2021,28/12/2021,NZ,New Zealand,59.39
28/12/2021,29/12/2021,NZ,New Zealand,71.00
29/12/2021,30/12/2021,NZ,New Zealand,27.47
30/12/2021,31/12/2021,NZ,New Zealand,2.06
31/12/2021,01/01/2022,NZ,New Zealand,0.67
01/01/2022,02/01/2022,NZ,New Zealand,22.60
02/01/2022,03/01/2022,NZ,New Zealand,59.47
03/01/2022,04/01/2022,NZ,New Zealand,96.02
04/01/2022,05/01/2022,NZ,New Zealand,114.27
05/01/2022,06/01/2022,NZ,New Zealand,98.06
06/01/2022,07/01/2022,NZ,New Zealand,69.56
07/01/2022,08/01/2022,NZ,New Zealand,113.58
08/01/2022,09/01/2022,NZ,New Zealand,144.64
09/01/2022,10/01/2022,NZ,New Zealand,111.66
10/01/2022,11/01/2022,NZ,New Zealand,161.07
11/01/2022,12/01/2022,NZ,New Zealand,219.10
12/01/2022,13/01/2022,NZ,New Zealand,133.68
13/01/2022,14/01/2022,NZ,New Zealand,133.14
14/01/2022,15/01/2022,NZ,New Zealand,140.16
15/01/2022,16/01/2022,NZ,New Zealand,126.49
16/01/2022,17/01/2022,NZ,New Zealand,137.00
17/01/2022,18/01/2022,NZ,New Zealand,238.00
18/01/2022,19/01/2022,NZ,New Zealand,310.53
19/01/2022,20/01/2022,NZ,New Zealand,190.40
20/01/2022,21/01/2022,NZ,New Zealand,151.23
21/01/2022,22/01/2022,NZ,New Zealand,162.79
22/01/2022,23/01/2022,NZ,New Zealand,157.89
23/01/2022,24/01/2022,NZ,New Zealand,168.23
24/01/2022,25/01/2022,NZ,New Zealand,170.95
25/01/2022,26/01/2022,NZ,New Zealand,212.68
26/01/2022,27/01/2022,NZ,New Zealand,261.01
27/01/2022,28/01/2022,NZ,New Zealand,173.83
28/01/2022,29/01/2022,NZ,New Zealand,231.34
29/01/2022,30/01/2022,NZ,New Zealand,209.32
30/01/2022,31/01/2022,NZ,New Zealand,194.01
31/01/2022,01/02/2022,NZ,New Zealand,177.21
01/02/2022,02/02/2022,NZ,New Zealand,345.12
02/02/2022,03/02/2022,NZ,New Zealand,245.80
03/02/2022,04/02/2022,NZ,New Zealand,204.81
04/02/2022,05/02/2022,NZ,New Zealand,209.89
05/02/2022,06/02/2022,NZ,New Zealand,83.27
06/02/2022,07/02/2022,NZ,New Zealand,0.55
07/02/2022,08/02/2022,NZ,New Zealand,3.01
08/02/2022,09/02/2022,NZ,New Zealand,116.62
09/02/2022,10/02/2022,NZ,New Zealand,209.22
10/02/2022,11/02/2022,NZ,New Zealand,205.57
11/02/2022,12/02/2022,NZ,New Zealand,232.83
12/02/2022,13/02/2022,NZ,New Zealand,132.76
13/02/2022,14/02/2022,NZ,New Zealand,110.00
14/02/2022,15/02/2022,NZ,New Zealand,120.26
15/02/2022,16/02/2022,NZ,New Zealand,107.58
16/02/2022,17/02/2022,NZ,New Zealand,95.74
17/02/2022,18/02/2022,NZ,New Zealand,106.39
18/02/2022,19/02/2022,NZ,New Zealand,75.67
19/02/2022,20/02/2022,NZ,New Zealand,91.48
20/02/2022,21/02/2022,NZ,New Zealand,150.63
21/02/2022,22/02/2022,NZ,New Zealand,213.91
22/02/2022,23/02/2022,NZ,New Zealand,82.25
23/02/2022,24/02/2022,NZ,New Zealand,87.93
24/02/2022,25/02/2022,NZ,New Zealand,108.47
25/02/2022,26/02/2022,NZ,New Zealand,151.30
26/02/2022,27/02/2022,NZ,New Zealand,166.78
27/02/2022,28/02/2022,NZ,New Zealand,146.03
28/02/2022,01/03/2022,NZ,New Zealand,188.93
01/03/2022,02/03/2022,NZ,New Zealand,210.79
02/03/2022,03/03/2022,NZ,New Zealand,167.01
03/03/2022,04/03/2022,NZ,New Zealand,141.97
04/03/2022,05/03/2022,NZ,New Zealand,190.12
05/03/2022,06/03/2022,NZ,New Zealand,190.51
06/03/2022,07/03/2022,NZ,New Zealand,151.82
07/03/2022,08/03/2022,NZ,New Zealand,191.48
08/03/2022,09/03/2022,NZ,New Zealand,229.83
09/03/2022,10/03/2022,NZ,New Zealand,226.11
10/03/2022,11/03/2022,NZ,New Zealand,228.21
11/03/2022,12/03/2022,NZ,New Zealand,212.73
12/03/2022,13/03/2022,NZ,New Zealand,174.12
13/03/2022,14/03/2022,NZ,New Zealand,168.59
14/03/2022,15/03/2022,NZ,New Zealand,178.56
15/03/2022,16/03/2022,NZ,New Zealand,173.52
16/03/2022,17/03/2022,NZ,New Zealand,179.83
17/03/2022,18/03/2022,NZ,New Zealand,186.29
18/03/2022,19/03/2022,NZ,New Zealand,191.33
19/03/2022,20/03/2022,NZ,New Zealand,180.55
20/03/2022,21/03/2022,NZ,New Zealand,174.69
21/03/2022,22/03/2022,NZ,New Zealand,177.18
22/03/2022,23/03/2022,NZ,New Zealand,226.86
23/03/2022,24/03/2022,NZ,New Zealand,214.95
24/03/2022,25/03/2022,NZ,New Zealand,166.76
25/03/2022,26/03/2022,NZ,New Zealand,180.43
26/03/2022,27/03/2022,NZ,New Zealand,186.84
27/03/2022,28/03/2022,NZ,New Zealand,175.96
28/03/2022,29/03/2022,NZ,New Zealand,193.73
29/03/2022,30/03/2022,NZ,New Zealand,241.95
30/03/2022,31/03/2022,NZ,New Zealand,300.80
31/03/2022,01/04/2022,NZ,New Zealand,323.87
01/04/2022,02/04/2022,NZ,New Zealand,208.04
02/04/2022,03/04/2022,NZ,New Zealand,217.88
03/04/2022,04/04/2022,NZ,New Zealand,196.29
04/04/2022,05/04/2022,NZ,New Zealand,238.40
05/04/2022,06/04/2022,NZ,New Zealand,222.80
06/04/2022,07/04/2022,NZ,New Zealand,183.71
07/04/2022,08/04/2022,NZ,New Zealand,193.64
08/04/2022,09/04/2022,NZ,New Zealand,190.50
09/04/2022,10/04/2022,NZ,New Zealand,199.58
10/04/2022,11/04/2022,NZ,New Zealand,193.74
11/04/2022,12/04/2022,NZ,New Zealand,182.43
12/04/2022,13/04/2022,NZ,New Zealand,208.36
13/04/2022,14/04/2022,NZ,New Zealand,196.99
14/04/2022,15/04/2022,NZ,New Zealand,220.13
15/04/2022,16/04/2022,NZ,New Zealand,186.99
16/04/2022,17/04/2022,NZ,New Zealand,165.49
17/04/2022,18/04/2022,NZ,New Zealand,164.34
18/04/2022,19/04/2022,NZ,New Zealand,180.85
19/04/2022,20/04/2022,NZ,New Zealand,200.34
20/04/2022,21/04/2022,NZ,New Zealand,195.23
21/04/2022,22/04/2022,NZ,New Zealand,197.84
22/04/2022,23/04/2022,NZ,New Zealand,182.32
23/04/2022,24/04/2022,NZ,New Zealand,204.71
24/04/2022,25/04/2022,NZ,New Zealand,197.17
25/04/2022,26/04/2022,NZ,New Zealand,207.62
26/04/2022,27/04/2022,NZ,New Zealand,217.27
27/04/2022,28/04/2022,NZ,New Zealand,212.11
28/04/2022,29/04/2022,NZ,New Zealand,224.44
29/04/2022,30/04/2022,NZ,New Zealand,220.49
30/04/2022,01/05/2022,NZ,New Zealand,200.77
01/05/2022,02/05/2022,NZ,New Zealand,195.11
02/05/2022,03/05/2022,NZ,New Zealand,208.07
03/05/2022,04/05/2022,NZ,New Zealand,229.70
04/05/2022,05/05/2022,NZ,New Zealand,234.47
05/05/2022,06/05/2022,NZ,New Zealand,226.32
06/05/2022,07/05/2022,NZ,New Zealand,213.40
07/05/2022,08/05/2022,NZ,New Zealand,202.04
08/05/2022,09/05/2022,NZ,New Zealand,203.90
09/05/2022,10/05/2022,NZ,New Zealand,216.53
10/05/2022,11/05/2022,NZ,New Zealand,216.38
